Gene Margin.Posterior.Prob
18630 0.00223038415461707
19665 6.82387479855606e-12
3903 1.05840679553992e-08
4098 1.46549439250521e-14
7024 0.00514755581235793
1265 0.0385064950820508
7004 0.00339664513888138
10091 0.0370188351037659
14944 6.9240988609387e-08
15804 0.000906580185440653
7355 0.00603918415926707
22851 4.50750547997814e-14
594 3.66048621525117e-07
1021 1.01956387554836e-07
4725 0.0171779344476141
5477 5.79153187206805e-05
5593 0.00100117352213291
7201 8.08463922641334e-05
7183 1.59609780059355e-05
1697 0.00503014942522451
17945 0.0011300817988843
6824 0.00349744336774183
4778 0.233908526265812
7340 0.993618073926611
24158 2.56908063711592e-08
9492 1.11657824664047e-05
5639 0.00231461822197077
7978 0.0114732455916277
8492 0.00518644186758355
9114 0.00227532293718036
10328 0.00114483378820218
13071 0.0035620654865105
14965 0.0387922640861724
15045 0.00117201490652008
15623 0.00159277432303473
16542 0.00610230735226169
17739 0.000274477900782832
18795 3.63370245004546e-09
19752 0.00171038760854481
20137 0.00588905697930187
21658 0.00615626545258463
21835 0.00624045243032911
6232 0.00113673073606724
15892 0.00763117200983976
11798 3.54171972860584e-08
13703 0.000391730094868925
22725 0.00013338649145489
6095 6.09060468725886e-09
5273 1.55431223447522e-15
5602 0.00464843023913952
7733 0.000714320445455385
10386 0.00460418148338448
16585 2.31071179468412e-06
21688 0.000134760603251571
2429 0.013789311335916
5250 9.92061656203136e-05
5550 0.0136502732164945
5959 0.00655549619869822
6259 0.00526078497662608
7041 1.36448533653022e-05
7404 0.00635323143246103
9232 0.00528461953946713
9738 0.00624829578777331
11563 9.24108803479484e-07
12699 0.000127752555959537
14453 0.00249275901099311
14859 0.000359397067150269
17478 1.89604382397901e-05
18210 0.00418441073495368
18833 0.00651600069737468
20988 9.7550723054951e-10
7654 0.00448777707712056
12354 0.00740134993741892
24493 0.00202974714500026
5363 7.9318334397227e-05
6037 2.72600120254651e-09
13014 1.10648111117939e-07
1501 2.25397478459399e-12
1861 4.14446260643686e-08
4051 0.00125606646005527
4558 0.000522944490570332
6103 0.000516781624926299
9672 0.00576310773514443
10228 2.39835196147453e-09
14814 1.87843676058286e-06
16305 0.00554611787391301
19676 0.00647263686689592
19765 0.00482822424541007
20579 0.00685197086363643
21299 0.00337228718519866
23762 0.0011125745167565
24505 0.00680067216477842
10748 0.00762119062297639
10801 0.00109214032731975
5070 1.1550518614567e-05
12131 0.00517138162189301
12564 0.00456823325637612
17515 0.28747756022757
20099 4.88498130835069e-14
10211 0.00610668279016124
15257 0.000129190219310238
21737 0
18420 0.00508267184606104
1667 0.00363369630120491
14739 0.0020367430072844
6855 1
18174 0.000347908823059684
830 0.000237379870976828
4361 0.000421727653588833
7760 0.00738393746329036
10741 0.00360828510437361
10923 5.44366032362298e-07
11239 6.01534028510375e-06
1936 0.00647706685272198
5459 0.00642579193479087
6380 2.30026921392845e-05
7979 0.000815047716791972
8133 0.00435537748628478
8463 0.00357483082491328
10652 0.00202350488725089
11415 7.50442492780667e-06
20669 0.00249815826784971
22536 0.00318518657312417
23439 9.22494161392784e-07
17363 0.0021456300902476
21145 7.31205829218595e-09
4811 4.545055776628e-05
5756 0.00647447211369589
10323 1.24576955495836e-06
14410 2.1503749771945e-06
16381 0.00959998083499547
17493 0.00182267004394865
18626 4.96538246919087e-06
20903 7.9190343171831e-10
3662 0.000818037005545613
16505 3.77098307025037e-08
19144 1.47358862223612e-07
5360 0.00606593976605596
22205 4.9960036108132e-14
160 1.23748052780481e-05
2272 2.0840906778119e-10
3285 0.000111424131286508
5409 4.03425225004028e-07
7260 0.000298602305709772
8546 0.000629988596143938
8838 0.00611888681364914
9743 0.00476408952666418
16503 3.40193664594146e-06
20493 0.00604689583143558
22061 2.18217133252097e-09
22244 0.00352386821604589
23005 0.00645713809387294
23101 0.00635851589473002
6472 1.65780722483078e-11
10396 0.000723353376931302
10533 0.00721774551341858
11696 0.000475405647130001
10813 0.00634837510387865
1922 1.11895226417857e-09
9366 1.55431223447522e-15
19340 1.49828521899265e-05
21087 4.77780903729297e-09
4116 0.00317264927891536
4120 4.99819411681202e-06
5699 0.000533224853386027
21522 2.23749241357041e-10
8501 1.7537635926268e-05
9607 0.00142537427248113
20237 0.00315296671207654
336 0.00454140354184129
5143 2.22044604925031e-16
6278 0.00637926963702595
7411 0.00523421782496991
9877 0.000326773302749994
10603 0.00188057027777222
17585 0.00149569090143842
18247 7.18646584685345e-07
18588 0.0063251925927541
19371 0.00293375494420667
19503 7.56938141055485e-08
22733 0.000715978320411037
24373 7.43385491863702e-06
6419 0.000321107728527892
1018 0.00438843318740378
16704 2.95869678877958e-05
10542 0.00518541352644719
17469 1.87619653368998e-06
4573 0.000212768177029754
15957 0.00695509536014915
5062 0.00151494080098902
5079 1.34165962698551e-05
6460 9.80448334236828e-05
9223 0.000670976022782988
4704 0.000571079687948228
7033 0.00621791209884814
7180 0.00619592551183235
9234 0.000265307949979809
10041 0.00344278637645645
12071 5.91446717934652e-06
12380 0.00112887952554264
16116 4.20141378132399e-07
16925 0.00438087145913213
17060 0.00633346958980285
17479 9.09254858904029e-05
17552 5.62380231028392e-06
21148 0.001522460671182
24314 0.00162666252912314
4088 0.00613309452762134
4131 0.00572320398003001
8650 0.00309338431903583
17278 2.53172453335004e-07
20954 2.91695207987885e-08
691 0.000221727196190069
22568 0.00459854788253722
11683 0.00490038675603754
15773 1.4598945385913e-08
17801 0.00566476659308512
8136 2.99583035309192e-05
8376 0.0067998337614924
9203 0.000260323527221273
10637 0.00458658021109104
17394 0.0056515369789083
21466 5.50042699276609e-07
22947 0.00102018083538069
24499 0.000258521462518257
24920 0.00570977815493012
24962 0.00209606548126928
2909 8.4972319835952e-07
4925 0.0030447646159889
5680 0.00202701707353281
7131 0.00364018303871738
7475 0.0541401677944241
7057 0.00385714743775134
8884 0.00504109841470679
10203 0.00570665872826492
20582 7.78355330277591e-06
1303 0.00288298577006318
9547 0.00110715475693945
23270 1.95665705859938e-12
1166 0.0038963382689019
1200 0.000116878271030685
3742 7.52818431259961e-07
3801 4.89159495242752e-07
5564 0.000435071945721788
5663 0.0061297125519193
7147 0.00546518666465756
7208 0.00469244154998527
8307 4.0956036588935e-05
9908 0.00280444703459559
10464 0.00095586420655458
17541 0.00257263423752441
22281 0.0024338801416991
22478 7.64140101117139e-06
24835 0.00628480315984814
21354 3.83001193290378e-05
5642 0.00544559397215705
6216 0.00160653548722467
6687 0.00229563197599203
11661 0.00699224237687412
10937 0.0048449628645858
7089 0.00203803726464691
15796 9.24371690302905e-13
4907 2.01672312183376e-08
9778 0.00268137883408748
14725 0.00243667827890481
15696 2.77394060606007e-05
2712 0.000824737145217691
6135 0.00114069422574248
15637 0.00649658157295152
24950 1.13828082560774e-05
9690 3.65268793367513e-06
18623 0.616224092729475
2376 6.43929354282591e-14
3835 2.96564868316196e-05
5209 4.18109991073834e-13
6140 0.00550598391192592
9289 0.000411605832594586
15543 0.000437892564372877
20438 0.000225757619681688
22021 0.00346806676248024
23534 0.00622916176494193
24063 4.2559074042714e-09
11834 0.0107716569302446
7275 0.000583457692015399
2219 6.3380565955895e-05
2933 0.00473491264160741
4699 7.23388238199618e-10
7232 0.00591564000267875
9198 0.00534548832918658
20079 0.00830633316973295
10383 0.231722602022806
8121 0
4624 0.00624606825174812
4711 0.00414916696734802
5129 0.00582443109704012
7582 0.00357251901978028
24993 0.000258763047852217
9970 0.0104594011618878
13101 0.00445647933735538
20172 1.03554599339972e-08
21011 4.64265846844558e-06
23635 1.00699831069306e-05
20472 1.30656374608407e-10
14498 0.00660157912156301
1553 6.50658638079449e-10
10543 0.000717639878415666
16949 0.00663617026989838
1694 0.00628937260826357
6391 0.00498105157562667
6421 0.00517679233171109
6438 0.00593777137541929
9088 0.00526872367531273
9362 0.00418181120419681
9595 0.00158504494159262
9889 0.0020425022442534
10922 0.00478206188509189
11527 0.00101985289145634
13237 0.00127594062851122
13724 1.05465781663483e-07
13977 1.82599776410441e-08
14867 0.00275652371021184
15959 0.0254315399311117
16509 0.00201517915177651
22600 2.54006364830417e-08
6453 0.00624519766075882
8833 1.59590172188473e-08
9941 1.65181415212601e-08
527 0.412758857489403
1276 0.0189666983163309
2031 9.28970930191841e-06
13848 0.992563912510131
9660 1.45235032888991e-08
16308 0.000439192847394021
1426 1.3562111569998e-05
4163 0.00206505012646097
5149 0.00718337438349315
5235 0.00301224973804592
8774 0.000248252141781591
10288 0.00229121163921087
10848 0.00565617132059959
11901 0.00310973499572387
15272 5.0845423316126e-08
15294 1.04928572690621e-05
22569 0.00418196467157561
23502 0.0619187719430261
23503 0.00077203421397809
2100 5.44105547061191e-05
11410 1.24428280690037e-06
15548 0.00173635361114544
21209 1.84817856763164e-06
606 1.86699156579095e-07
4928 0.00639571206861078
6629 0.00501439359096989
6875 0.00614916771967811
8014 0.00644076686705275
10688 0.00143092251872867
10879 0.00447113220151119
11552 0.00113743605465011
12151 0.00139851668705704
12822 0.00387175635688264
13171 0.000337563695841925
13346 0.00198704593568721
14850 4.0973890946816e-12
20349 0.0451214390127757
24149 4.92304791877007e-05
24997 0.000659117074414017
18675 8.52714565624524e-10
20435 0.00841048088885632
4439 0.00448922883123559
11015 0
24933 0.00425317422640947
9041 0.00210426439353473
10327 0.0054881604899899
17423 0.00480739608526959
8755 5.83977310952832e-14
7781 6.05926109287225e-09
16363 0.00500074744646062
22415 2.61494803588391e-09
1295 3.0987683230066e-05
4338 1.77635683940025e-14
22056 9.33344975529993e-05
2892 0.00266288473361376
3052 0.000245224146156464
8509 0.00638848422095595
10168 0.00332719575604656
10914 0.00567695389501965
11927 0.00482962351686922
16269 0.00327442915474596
23488 3.55648730132607e-07
25000 0.00554805851136242
16406 2.42206255052224e-12
22440 2.25915790297293e-07
23735 3.16899583241437e-08
7519 0.00630030482435484
10241 2.21328377847385e-09
10413 2.1196292256942e-05
17416 3.44986584699392e-06
19697 0.000145641179968625
19994 0.00378922104203672
20707 0.00188288715882834
22528 0.000799589940907897
24894 0.0049902720176721
5806 0.000417473109648236
726 0.00248294448365649
5859 0.00458505486431093
6883 0.00240436386991905
4689 0
711 1.02700967219427e-06
19661 0.000957190035255961
2419 0.00132308867221109
22802 5.16517960470475e-05
431 9.10420422384206e-08
16129 5.73361802480576e-10
18790 0.000971890147660859
16086 0.000319915758712708
23352 0.00391511215065277
15217 6.66133814775094e-16
183 4.1659182770104e-09
1602 1.26702520808486e-07
3395 0.000172718896458091
5300 0.00628847813085842
7191 0.00518300706761832
8547 0.00189346058118733
10604 0.000117692593363583
10845 0.00171474480815015
11050 0.00458410581497504
17699 1.84801063340956e-11
22456 6.17128550151058e-05
22676 3.87623266817627e-12
24182 0.0362154565381571
24542 0.000102874456701874
9389 0.000175369368227596
11646 0.00439868982645686
12397 2.70577992278476e-06
21838 5.6637528153991e-05
14670 0.0174133255794956
18311 0.00124066905312792
2185 6.08846306704436e-13
8042 0.000412343838105955
22721 3.0164944764266e-08
6224 0.968530994373222
11883 1.3938523486634e-05
12853 3.71174595538148e-05
14679 0.00453534879801309
19950 0.00639197773494604
21747 0.000106726287391057
14768 0
13812 0.0015761003840925
16578 0.00310494069294409
24764 0.00275203074764641
285 9.02548957792959e-09
1297 2.65520938569352e-12
18529 0.0078909978615902
10935 2.81490527997974e-07
1288 3.05511171916351e-12
7744 0.000638572851172414
12783 8.15827639415456e-05
20221 1.26647952070069e-06
21798 1.88816402169056e-05
10733 2.52408769441104e-08
1163 0.00190604992850341
1233 9.776162193742e-05
2132 7.21008110315946e-06
2248 0.000501468149387896
3525 0.0505279621388244
4651 1.30784272300843e-12
5710 0.0055105440467661
6651 5.14762865448937e-05
8380 0.00454267718299972
8563 8.91525819834982e-09
8626 0.00271354537782387
9708 0.00610683272011325
11322 0.00199411887249856
11411 2.33089251443497e-05
17618 4.02182731562561e-11
18060 5.85242755516413e-05
18663 0.00010002632654027
22412 0.00228417389964064
23481 0.00261798733797969
24780 1.50381117336451e-07
3931 0.000484363651975461
964 0.0032610988170888
3832 0.000975516773818796
16969 0.00275683597897469
13118 0.00491014299066206
2278 8.72974116328251e-08
6857 0.00273104629165533
17564 0.00409960324151881
19688 0.00201559804329521
15650 1.99840144432528e-15
8703 0.00200176600427737
11054 0.00179103408060466
24580 1.90292226420752e-12
10431 4.97073829646144e-05
6298 8.2607768867593e-06
6821 4.95778220033216e-07
7118 0.0034684043390304
7460 0.00678793040359171
8186 0.00202311258968224
12724 0.000264578014160577
14234 0.264926524584614
14382 0.00237010170808638
15838 5.67131662854159e-07
19835 0.00514560965790578
19840 0.00555626514199647
20437 7.17825443530273e-09
20837 0.00037469698682957
21122 5.43354505111449e-06
21426 0.00242104278172217
22655 1.25396674320877e-05
5798 3.71451002512124e-06
1262 0
15887 0.000721542665574226
21082 0.00277261672830209
4957 0.00482388389915234
5253 0.00380335631824491
5977 0.000295890787268438
6031 0.0075216865084059
7591 1.54114431094587e-06
8920 0.00587861744759066
9669 0.000885760354736309
9866 0.00311331555215322
22699 0.00216206320215906
24694 3.82078017113763e-07
4896 0.00575119633351118
4908 1.24537942847169e-07
7345 0.00134057471129256
8228 6.04111627389159e-09
8353 0.000581657423436077
16121 1.10419181319488e-05
24468 0.00320599837159907
456 0.000356988591833085
1514 0.00283777092058779
1629 5.33845929051591e-06
3507 0.0062973323330664
3960 0.00623907340645058
5954 0.00472937876116519
5957 0.000473186910802448
6150 0.0030560808569704
6612 0.00292335353374162
7584 0.00655779927745914
8427 0.00608336595537984
8574 0.00653782243084844
10469 0.00426105787769648
10674 0.00238308362218154
10807 0.00526480465538637
11195 0.00183006999111657
11728 0.00571258516337525
13160 3.94129173741931e-13
14596 0.00428885730687345
15228 8.01581023779363e-13
19660 1.400357451109e-07
19779 0.00621636382469393
21591 0.000893329027199297
22106 1.41867152136932e-07
8853 6.35003341020735e-08
2847 0
19000 0.000767926652085693
9498 1.5429227895325e-08
10449 0.00616828533097347
12977 2.53075872461705e-05
15247 1.74031455912882e-10
2504 4.76708317265206e-09
3386 4.44089209850063e-16
6364 0.00364906820688515
7898 5.00351187926462e-06
13817 7.99155690067721e-07
17364 4.70615706404942e-08
19747 0.00495598639527628
20418 0.000973598787191832
20983 0.00400226002673865
23475 0.00619434149012499
21724 0.00187033433834394
8265 0.00196025331390171
17555 0.00391236085782098
10738 0.00262362706914132
23424 1.31450406115619e-13
5898 0.0053599313915198
6985 0.00630030677159688
10805 0.00248120443643973
14505 0.0012386175836675
14587 0.00623572146901197
21717 0.000164673426717554
5406 0.00322368647146498
8011 5.43969003174993e-09
12060 1.9341308876708e-07
19848 0.00619456286387088
24815 0.00608756332059135
20968 2.44585995901048e-09
5180 0.00597772082145176
5219 9.94448215230204e-06
8049 0.000141667720004346
9992 0.00703512720659294
10254 0.00437138427135875
10715 0.00623631793783752
11600 0.00780744051439963
13789 0.00587593168811384
14477 0.00321514223976271
17259 0.00551365787451497
20192 9.92527404708454e-09
21224 0.00565391370315282
22660 9.07765606207311e-05
14759 1.50990331349021e-14
5717 5.21853539603434e-07
987 0
6001 0.000200894326319645
19822 0.809325539132561
9902 0.00613349729856572
14549 4.03063804554904e-10
16675 2.9477655905108e-07
20372 6.94721032368228e-07
10976 5.39212766548225e-07
6467 0.212208135173943
9006 4.79217469159243e-05
17277 1.88246451426899e-07
20780 1.34574196231085e-09
540 7.00555395916069e-08
2051 0.0123145837637167
4113 0.00616767878629165
4953 0.00463632064184993
5192 0.00520245345394255
6473 0.00560908538746663
6516 9.00857214181094e-05
6780 0.00415433370776352
7757 5.59643553721401e-09
9724 0.00289543337450904
10013 0.00642400330275961
13883 0.00609287850362272
15635 2.22044604925031e-16
17820 0.000283257685021243
21135 8.7385743086088e-10
23501 7.25339652219992e-05
23630 0.00635642125739022
24745 2.08690655201238e-07
17350 1.07114494585225e-06
15758 9.3355390085037e-10
24730 0.00416491464766988
10695 0.991079602426781
11157 0.00634966939398973
14268 0.0029669113564601
22126 2.30030194892095e-09
2615 0.000171249196223244
1887 4.83363371058809e-05
321 3.55326158496538e-08
7617 0.00282285530698223
8295 0.00646198548062948
14974 0.00234603089998342
22636 0.0371793760118455
23035 0.0059602271472079
23911 1.99664135958066e-06
25005 0.00641267030733839
9024 0
22862 3.80414931222539e-07
7643 5.98460903056264e-09
16199 7.11207455992291e-05
24138 8.25235435542027e-11
1431 0.000689630661370177
2946 1.55983196281628e-06
3304 0.00725129231687571
4313 2.56420107369593e-09
5304 1.71476652095492e-05
6540 0.0032094330214929
6653 1.20959213767424e-06
6742 0.00643300893900878
6969 0.00136358890427968
7272 0.00616736804373708
8188 9.00227319791114e-05
9307 0.00675320513973832
14777 0.0023509912419527
15011 0.000747504704396995
19606 0.00646680104491526
19906 0.000909923611611463
24821 4.0348717897043e-05
1576 0.00582017477620811
14138 6.88730812270499e-07
5526 9.89128561279529e-08
5772 0.00538638865127472
6343 0.00177163961360283
9062 0.000596521773137959
11222 6.79689747351553e-06
16655 0.00500829915684597
567 1.21626042510758e-05
5473 0.000369103890989764
8195 3.88382067100235e-05
22259 1.28785870856518e-14
22670 0.00624188152970473
8494 0.000885737541914566
24617 1.47785286230828e-08
9335 0.00409021244784791
6190 0.0010602885210097
10842 0.00223235300519065
18505 6.60395342610975e-06
5260 1.00608410491532e-12
19596 0.00617027461668551
9101 0.00626357525937016
954 0.00169642642090051
1573 0.00542602945093384
3334 0.00474134295510076
3967 0.00566390557440954
6161 0.0062539687693961
7103 1.10367376365827e-05
7850 0.00185743763901836
7927 0.0062732969305771
8151 0.00633229934301549
8471 0.00540245033914277
8825 0.000453511696240416
9885 0.00110444694630918
12985 0.00409409955557916
16226 0.00356391295992153
17252 0.00115806567450383
18800 5.79201416606168e-07
20029 0.00646239844806018
22065 0.00203029636821472
24880 2.77741316945246e-07
307 0.000168888346329221
10520 0.00100125623489111
18965 4.04290116473582e-06
869 0.000782892138831648
11289 2.29725353576571e-05
9664 4.92567621094286e-05
5832 0.00105812981456899
6773 5.85727839248484e-05
8862 0.00619913020811258
9800 0.00341455492032638
12169 0.00596910561427855
18918 0.00363115900017918
20712 0.00597595964720221
24654 0.0018791161575562
22371 3.17677284478179e-09
15468 0.00331837174199667
5529 0.00587381143310894
6542 0.000679484213437997
2264 3.01722801043791e-06
10785 0.01069015311072
15168 2.46644867862855e-08
16595 0.00540624168931858
13181 1.27917676451261e-11
14455 4.52845104415012e-06
14456 0.000554664994615317
22784 0
24135 2.49334789458322e-05
8465 0.000560639260035578
6535 4.1116354432269e-08
8785 0.00570850216175967
9083 0.000743481656023004
688 0.000378749879177742
2620 1.63945357121165e-05
3027 1.01785163630908e-08
5186 0.00628551400768507
5751 0.0024333987207692
6306 3.2698164901257e-06
7012 0.000763137289836568
7104 0.00410991462775434
7158 4.66464290371782e-06
11902 1.06092554292836e-05
13023 0.00331762744317299
13457 0.00250198236512478
14766 0.00601794493729735
14869 6.11758811930319e-06
16863 5.0602010308598e-06
18150 0.00204348795229858
19461 0.000528072830109916
20188 1.2989954667475e-08
21590 1.26849641901572e-11
23248 0.00302707614629572
23469 7.05987483518022e-06
24763 0.322127478664274
24989 0.0010338865324041
10949 6.76281253220168e-12
12076 0.00479462597931546
18701 0
20313 9.218983187953e-08
16610 1.82631687550838e-11
16083 1.10751922077768e-08
17290 0.000406548304210275
19712 4.70734562441066e-14
13636 0.00385323340656729
24672 1.85850744682803e-07
62 2.56513992824559e-07
4950 0.000404823692860323
11676 6.80670186881116e-10
12515 0.00399910071984366
13453 3.56873537499247e-07
13456 0.00612597777202817
14734 0.00392226356108738
14963 0.00169556992904962
16781 0.00632679612994336
20742 2.27501229321803e-06
7141 0.00608219568216006
21628 0.00105010506442638
1850 1.11098614195004e-05
1053 0.00477757584547134
7140 0.00260137983316
7724 0.000603192689544119
7942 0.000440309014886231
8882 2.61380613042483e-07
10855 0.00609541837907546
13808 0.0035660611438797
16237 1.49486001466137e-07
24949 0.00554137918914155
12032 1.08801856413265e-14
24536 4.30766533554561e-14
4326 0
13587 0.00139324648955552
19871 0
22757 1.59220572548691e-06
14605 0.00089854893554886
878 0.00575490142386303
9243 7.30115811919951e-07
5279 0.00628065673411549
9524 0.00593606381968681
11100 0.00556255124716576
16193 0.000144629792965589
17671 5.08032285018167e-07
12339 0.00517797204857273
21015 5.99520433297585e-15
19969 0.000219472119687314
12745 0.00597466160449045
993 0
2494 0.0032475116704237
4972 1.30208847592961e-07
5573 0.002237608305942
7495 0.000184919764653957
10389 0.00138515669362604
11249 1.37608902051056e-09
11349 0.00563889792023664
11645 3.34721139694238e-11
13060 0.000551421763712256
17211 0.000184754066338999
23070 7.86794338714092e-05
1436 5.92224684259346e-06
3676 3.00058601621078e-06
5484 0.00067926825741349
5693 0.00364844741152337
5895 0.00439022974449843
6086 0.00584878010987866
6448 0.0059334380422047
7111 3.44859489213034e-05
7905 2.59565702265263e-11
8009 0.00298012989949126
8066 1.00369119414578e-05
8262 1.41299490523661e-05
8402 5.58789650946245e-05
10408 0.0026224952760423
11010 2.12410000699492e-09
12316 0.00313953349376817
13092 0.00605460515768086
14663 0.00261378208829621
18143 0.00502962597322454
21536 2.20106718973323e-06
22881 9.98737439417141e-08
24023 0.00130909727473438
16106 4.65284677675371e-07
25036 2.31299103425897e-07
91 0.00450857492643497
43 0.0048574201646695
149 1.02709836302672e-07
3223 4.77081024685688e-08
6346 7.21926933466843e-06
6389 0.00450054365432762
6813 3.95614652148879e-11
11784 7.40122652054254e-09
24258 0.000159967216577073
24521 0.00234849688617456
22703 0.00490204522442306
6379 6.04472996879046e-06
15018 2.91984999505335e-05
6240 1.04915076488687e-05
15244 0.00493746197389222
1502 8.91505680389315e-09
1654 0.000172840516762585
1775 0.00116182211748839
8757 0.00238870840378436
96 0.00211080320802981
13212 1.47133416561473e-11
15776 1.72528658026749e-13
1559 3.50850472630171e-05
3581 0.000992603767991485
5048 1.31894495325469e-13
5417 6.04629266970358e-05
8252 1.68369611541763e-06
8371 0.00513052815472637
9819 0.00563925669879439
9884 0.00491261004642352
10026 0.00620721076346675
13882 7.77467545898247e-09
14407 0.00143142108231997
14543 0.00112557461997009
14868 0.000152760517270978
15002 7.65875451091969e-06
17406 0.0029896357825635
19663 0.00031941944901559
21892 0.0039625441312533
2961 6.58315380275276e-06
3438 0.00604807769236693
5249 2.13496893186615e-06
8975 0.00596347158377741
22939 0.00592972650467094
13945 1.34976918531038e-10
10047 0.00459143960027886
20619 0.00372772041817981
6782 0.00168317509387084
8141 0.0046354255092047
12609 9.18904508040441e-10
12997 8.01691340035493e-06
3721 0.000342003897959575
5044 0.000271022679579236
3486 5.12857741397088e-06
21264 0.00487808097032461
7861 8.61434080201562e-06
6734 0.000335561101830084
14568 0.000164013400233642
14571 2.35076347402385e-05
19743 2.62252200489144e-06
10495 0.00408434979453387
8008 0.00345150727228016
8223 0.000120595992980976
14223 0.000104140628926275
17554 1.1459719173601e-07
21147 6.75488442958283e-09
6257 3.58868490479836e-12
7222 1.06488595719156e-10
7248 1.78629333547065e-10
7266 1.4733525510735e-10
5239 0.00591034233393384
5852 0.000300693153562515
6329 0.00320629037078468
9386 0.0045336801741207
13102 1.53657581672961e-05
14262 0.00611076062112015
14531 1.61364255291119e-11
14897 0.00197301657773608
16892 1.91089073674489e-05
20284 0.00098950291036104
2957 0.000946177941266058
3498 0.00281230036179636
4935 5.09428810246959e-09
6697 6.89275103660236e-09
6747 0.0174021938390354
8469 0.00601194424153628
8621 3.31436138534258e-08
8852 0.00277181365380574
9227 0.00520661073546425
9447 0.00638223153931894
9657 0.00590407377958069
12118 7.71140851835161e-05
14624 0.00139714214984854
14970 0.000544011810977962
15733 0.000540211370513188
17003 4.58426629990072e-10
17066 0.00441959062028252
17682 3.87128466106113e-06
17836 3.99529084482708e-07
18851 3.05073769405473e-05
20577 0.000886947503720426
21008 4.61201529360356e-05
21482 0.00616972956175543
22064 4.06212613029977e-05
24352 0.0012725658922732
1411 5.06076914925657e-05
6861 1.29617130611992e-05
7488 0.000170182307901112
15079 0.00407576281961164
6582 3.97924214707857e-05
7530 3.16707008729544e-07
9886 0.00621610527674565
10680 0.0099759058730573
24618 0.000706001085006736
24955 4.89193546484579e-05
11717 2.4074192114254e-06
24374 3.6054532026597e-08
24382 0.00493346839947573
17380 0.000108957767012252
9579 4.13031830959198e-11
23402 4.52373027926001e-10
17466 3.67348069119089e-06
17794 0.000428845566888603
21013 0.00165040037627062
22736 5.29531106274739e-06
6997 0.000197428096424979
14676 3.82471494927428e-05
18633 0.00343508711060603
9165 0.00372974134824333
9359 0.00177479986068907
10446 0.00466952187695813
11838 0.000281105002675086
12637 0.000988288497350998
13545 0.00623614484012491
24895 0.00238903155806736
1959 4.76951811378967e-13
17417 0.00096871201124249
17420 0.00527325120008748
24886 8.57632523358909e-05
397 0.00054233299028672
3926 0.00117231486232316
5344 0.00117076562434348
6052 0.00247153153696122
7834 0.00640988694215305
8443 0.00633332747239035
8518 0.00673554464736714
9833 1.55896051856619e-05
10310 8.46791525788149e-11
14269 0.00624905834738787
20484 0.22520375975734
23705 0.00231644752024285
23791 0.00589123984992124
5175 3.07537179278228e-07
9790 2.33353336653863e-11
4988 5.71262621196222e-05
11789 6.71869949986359e-06
5853 0.00254207882327029
22076 0.000254888815326648
2400 1.61720506486329e-06
5579 0.00657160785672439
11780 0
15948 0.00495906841194316
1742 0.00607464578418548
202 0.00101110141283978
975 4.87712817950348e-05
1049 4.45402512723181e-05
4787 1.76232918258634e-08
5429 1.3178282704307e-05
5475 0.00555902892274518
5760 0.000944870854516333
7570 9.28445609527095e-06
7731 0.00391529302384752
8969 0.0012946658774079
9356 9.81944632482135e-05
10286 0.00139889186774811
10920 0.150188493822099
11080 3.44047483346044e-05
11200 0.00667707572200615
11691 0.000241892126991994
13428 0.00615611650120695
13430 0.000245413359559188
13853 0.00190461293003363
14153 0.00024704527757613
16911 0.00305092801609586
17661 0.000358596870167149
18770 6.4537709022483e-06
20921 0.00468066602341588
21418 0.00498960562681194
23887 1.28180250635879e-07
24740 0.000214668351696035
24902 0.00202060129198489
18862 3.81769000091792e-05
14637 3.46611628287974e-13
5008 2.87761851014423e-08
4386 1
5214 0.000800036527819237
7508 0.00302097309083293
7634 0.00621927564503888
8213 0
11285 0.000135564504369134
15113 1.26521015886283e-12
17511 1.74373049333099e-09
23516 0.0058523469781161
23751 2.24265050974282e-14
9932 8.10703892684117e-07
19145 0
4892 0.00457920481220186
11859 0.00413461366163759
17387 1.74010462705709e-08
2828 0.0378195794947971
2958 0.00553124759727253
6601 2.08688742731056e-07
16953 0.000234808305687118
21515 0.00508848118244987
22905 5.95666627134506e-10
17361 5.3250737153121e-11
17362 2.58945551889767e-07
17376 0.00676726168200403
16177 1.80639295999097e-06
10056 2.54404653031726e-05
15151 0
4227 0.00045812224168873
8715 0.00402958529364772
15672 0.00533969896067032
17489 0.00206968676571662
20036 0.00593392371550128
24972 7.14953027658449e-06
8054 3.11193553736988e-06
1483 6.28267882163414e-10
1589 0.00286399850172148
2156 0.00449544808503788
2330 0.00606467301615277
2928 6.18114448514007e-11
5598 0.00215445836401196
5907 0.00024236726660043
5972 0.00381168732230508
6407 0.00861658043043956
6739 0.00326468221710663
7134 8.12980449627076e-09
8564 0.00629723047334185
9237 9.34588325263164e-06
9296 0.0026820142683911
10309 0.00503891053009109
10576 1.29388422975829e-07
11110 8.98469534792445e-05
11203 0.000127775673573471
12785 0.00885202129816975
14805 0.00244420972742165
16710 1.01778474537184e-09
22131 0.00238755011475489
22279 7.21297831240975e-07
18713 2.95897306656911e-10
13813 6.86317898068722e-08
3953 0.0153187505680216
2536 0.00344132933081842
7789 1.39049213028208e-05
8585 0.00611346836203408
19691 0.000499682852910799
420 1.55431223447522e-15
18727 8.88178419700125e-16
